,AIRPORT_NAME,COUNTY,AIRPORT_ELEVATION,COUNTRY_REGION,MUNICIPALITY,AIRPORT_CODE,COORDINATES
30229,Salinas Municipal Airport,US,85.0,US-CA,Salinas,SNS,"-121.60600280762, 36.662799835205"
30230,Sidney Municipal-Lloyd W Carr Field,US,4313.0,US-NE,Sidney,SNY,"-102.9850006, 41.10129929"
30232,Moore County Airport,US,455.0,US-NC,Pinehurst/Southern Pines,SOP,"-79.3911972, 35.23740005"
30233,Show Low Regional Airport,US,6415.0,US-AZ,Show Low,SOW,"-110.005996704, 34.265499115"
30235,Kosipe Airport,PG,6350.0,PG-CPM,Kosipe Mission,KSP,"147.209195, -8.450716"
30236,Spartanburg Downtown Memorial Airport,US,801.0,US-SC,Spartanburg,SPA,"-81.956497192383, 34.915699005127"
30238,Black Hills Airport-Clyde Ice Field,US,3931.0,US-SD,Spearfish,SPF,"-103.78299713135, 44.48030090332"
30239,Albert Whitted Airport,US,7.0,US-FL,St Petersburg,SPG,"-82.626999, 27.7651"
30241,Abraham Lincoln Capital Airport,US,598.0,US-IL,Springfield,SPI,"-89.67790222, 39.84410095"
30242,Sheppard Air Force Base-Wichita Falls Municipal Airport,US,1019.0,US-TX,Wichita Falls,SPS,"-98.491898, 33.9888"
30243,Spencer Municipal Airport,US,1339.0,US-IA,Spencer,SPW,"-95.202796936035, 43.165500640869"
30244,Houston Gulf Airport,US,20.0,US-TX,Houston,SPX,"-95.051399230957, 29.50830078125"
30246,Whiteside County Airport-Joseph H Bittorf Field,US,648.0,US-IL,Sterling/Rockfalls,SQI,"-89.67630005, 41.74280167"
30247,San Carlos Airport,US,5.0,US-CA,San Carlos,SQL,"-122.25, 37.511901855469"
30251,Sarasota Bradenton International Airport,US,30.0,US-FL,Sarasota/Bradenton,SRQ,"-82.55439758300781, 27.39539909362793"
30252,Sierra Blanca Regional Airport,US,6814.0,US-NM,Ruidoso,RUI,"-105.53500366211, 33.462799072266"
30253,Shaw Air Force Base,US,241.0,US-SC,Sumter,SSC,"-80.47059631, 33.97269821"
30254,Stinson Municipal Airport,US,577.0,US-TX,San Antonio,SSF,"-98.471099853516, 29.336999893188"
30255,St Simons Island Airport,US,19.0,US-GA,St Simons Island,SSI,"-81.391296, 31.1518"
30258,St Cloud Regional Airport,US,1031.0,US-MN,St Cloud,STC,"-94.05989837646484, 45.546600341796875"
30259,Stevens Point Municipal Airport,US,1110.0,US-WI,Stevens Point,STE,"-89.530296325684, 44.5452003479"
30261,Rosecrans Memorial Airport,US,826.0,US-MO,St Joseph,STJ,"-94.909698486328, 39.771900177002"
30262,Sterling Municipal Airport,US,4040.0,US-CO,Sterling,STK,"-103.2649994, 40.61529922"
30263,St Louis Lambert International Airport,US,618.0,US-MO,St Louis,STL,"-90.370003, 38.748697"
30264,St Paul Downtown Holman Field,US,705.0,US-MN,St Paul,STP,"-93.05999755859375, 44.93450164794922"
30265,Charles M. Schulz Sonoma County Airport,US,128.0,US-CA,Santa Rosa,STS,"-122.8130035, 38.50899887"
30266,Witham Field,US,16.0,US-FL,Stuart,SUA,"-80.22109985, 27.18169975"
30267,Stroud Municipal Airport,US,900.0,US-OK,Stroud,SUD,"-96.655700683594, 35.789600372314"
30268,Door County Cherryland Airport,US,725.0,US-WI,Sturgeon Bay,SUE,"-87.42150116, 44.84370041"
30269,Friedman Memorial Airport,US,5318.0,US-ID,Hailey,SUN,"-114.2959976, 43.50439835"
30271,Spirit of St Louis Airport,US,463.0,US-MO,St Louis,SUS,"-90.652000427246, 38.662101745605"
30273,Travis Air Force Base,US,62.0,US-CA,Fairfield,SUU,"-121.92700195312, 38.262699127197"
30274,Richard I Bong Airport,US,674.0,US-WI,Superior,SUW,"-92.094703674316, 46.689701080322"
30275,Sioux Gateway Airport/Brigadier General Bud Day Field,US,1098.0,US-IA,Sioux City,SUX,"-96.384399, 42.402599"
30277,Grant County Airport,US,5446.0,US-NM,Silver City,SVC,"-108.15599822998047, 32.63650131225586"
30278,Susanville Municipal Airport,US,4149.0,US-CA,Susanville,SVE,"-120.57299804688, 40.375701904297"
30279,Statesville Regional Airport,US,968.0,US-NC,Statesville,SVH,"-80.953903198242, 35.765300750732"
30280,Hunter Army Air Field,US,41.0,US-GA,Savannah,SVN,"-81.14569855, 32.00999832"
30281,New York Stewart International Airport,US,491.0,US-NY,Newburgh,SWF,"-74.104797, 41.504101"
30283,Stillwater Regional Airport,US,1000.0,US-OK,Stillwater,SWO,"-97.08570098877, 36.161201477051"
30285,Avenger Field,US,2380.0,US-TX,Sweetwater,SWW,"-100.46700286865, 32.467399597168"
30289,Bomar Field Shelbyville Municipal Airport,US,801.0,US-TN,Shelbyville,SYI,"-86.44249725, 35.56010056"
30290,Syracuse Hancock International Airport,US,421.0,US-NY,Syracuse,SYR,"-76.1063003540039, 43.11119842529297"
30291,Sylvester Airport,US,403.0,US-GA,Sylvester,SYV,"-83.895698547363, 31.558500289917"
30292,Whiteman Air Force Base,US,870.0,US-MO,Knob Noster,SZL,"-93.547897338867, 38.73030090332"
30296,Tuba City Airport,US,4513.0,US-AZ,Tuba City,TBC,"-111.383003235, 36.0928001404"
30333,Perry Stokes Airport,US,5762.0,US-CO,Trinidad,TAD,"-104.341003418, 37.2593994141"
30336,Thorne Bay Seaplane Base,US,0.0,US-AK,Thorne Bay,KTB,"-132.537002563, 55.687999725299996"
30337,Waynesville-St. Robert Regional Forney field,US,1159.0,US-MO,Fort Leonard Wood,TBN,"-92.14070129, 37.74160004"
30338,Statesboro Bulloch County Airport,US,187.0,US-GA,Statesboro,TBR,"-81.73690032959999, 32.4827003479"
30339,Katiola Airport,CI,1026.0,CI-04,Katiola,KTC,"-5.0657, 8.1329"
30340,Tucumcari Municipal Airport,US,4065.0,US-NM,Tucumcari,TCC,"-103.602996826, 35.182800293"
30341,Tuscaloosa Regional Airport,US,170.0,US-AL,Tuscaloosa,TCL,"-87.611396789551, 33.220600128174"
30342,McChord Air Force Base,US,322.0,US-WA,Tacoma,TCM,"-122.475997925, 47.1376991272"
30343,Truth Or Consequences Municipal Airport,US,4853.0,US-NM,Truth Or Consequences,TCS,"-107.272003174, 33.2369003296"
30346,Ed Carlson Memorial Field South Lewis County Airport,US,374.0,US-WA,Toledo,TDO,"-122.805999756, 46.4771995544"
30347,Tradewind Airport,US,3649.0,US-TX,Amarillo,TDW,"-101.825996399, 35.1698989868"
30348,Toledo Executive Airport,US,623.0,US-OH,Toledo,TDZ,"-83.4822998, 41.56489944"
30349,Teterboro Airport,US,9.0,US-NJ,Teterboro,TEB,"-74.060798645, 40.85010147089999"
30352,Telluride Regional Airport,US,9070.0,US-CO,Telluride,TEX,"-107.9079971, 37.9538002"
30356,Tullahoma Regional Arpt/Wm Northern Field,US,1083.0,US-TN,Tullahoma,THA,"-86.24639893, 35.38010025"
30357,Thompson Falls Airport,US,2467.0,US-MT,Thompson Falls,THM,"-115.28099822998, 47.573501586914"
30359,York Airport,US,495.0,US-PA,York,THV,"-76.8730011, 39.91699982"
30361,Tinker Air Force Base,US,1291.0,US-OK,Oklahoma City,TIK,"-97.386596679688, 35.414699554443"
30363,Tacoma Narrows Airport,US,294.0,US-WA,Tacoma,TIW,"-122.5780029, 47.26789856"
30364,Space Coast Regional Airport,US,34.0,US-FL,Titusville,TIX,"-80.799201965332, 28.514799118042"
30365,Kunua Airport,PG,60.0,PG-NSB,Kunua,KTK,"154.74, -5.7828"
30370,Kennett Memorial Airport,US,262.0,US-MO,Kennett,KNT,"-90.0365982056, 36.2258987427"
30371,Tallahassee Regional Airport,US,81.0,US-FL,Tallahassee,TLH,"-84.35030364990234, 30.396499633789062"
30372,Mefford Field,US,265.0,US-CA,Tulare,TLR,"-119.3259964, 36.15629959"
30373,Henry Tift Myers Airport,US,355.0,US-GA,Tifton,TMA,"-83.4885025024, 31.4290008545"
30374,Kendall-Tamiami Executive Airport,US,8.0,US-FL,Miami,TMB,"-80.432800293, 25.6478996277"
30376,Tillamook Airport,US,36.0,US-OR,Tillamook,OTK,"-123.814002991, 45.4182014465"
30377,Twentynine Palms Airport,US,1888.0,US-CA,Twentynine Palms,TNP,"-115.9459991, 34.13159943"
30378,Dade Collier Training and Transition Airport,US,13.0,US-FL,Miami,TNT,"-80.897003173828, 25.861799240112"
30379,Newton Municipal Airport,US,953.0,US-IA,Newton,TNU,"-93.021697998047, 41.67440032959"
30380,Tonopah Test Range Airport,US,5549.0,US-NV,Tonopah,XSD,"-116.78099823, 37.7988014221"
30381,Zamperini Field,US,103.0,US-CA,Torrance,TOA,"-118.33999633789, 33.803398132324"
30383,Toccoa Airport - R.G. Letourneau Field,US,996.0,US-GA,Toccoa,TOC,"-83.29579926, 34.59379959"
30384,Troy Municipal Airport at N Kenneth Campbell Field,US,398.0,US-AL,Troy,TOI,"-86.012101, 31.860399"
30385,Toledo Express Airport,US,683.0,US-OH,Toledo,TOL,"-83.80780029, 41.58679962"
30386,Philip Billard Municipal Airport,US,881.0,US-KS,Topeka,TOP,"-95.622497558594, 39.068698883057"
30387,Torrington Municipal Airport,US,4207.0,US-WY,Torrington,TOR,"-104.1529999, 42.0644989"
30388,Tampa International Airport,US,26.0,US-FL,Tampa,TPA,"-82.533203125, 27.975500106811523"
30389,Peter O Knight Airport,US,8.0,US-FL,Tampa,TPF,"-82.44930267334, 27.915599822998"
30390,Tonopah Airport,US,5430.0,US-NV,Tonopah,TPH,"-117.086998, 38.06019974"
30391,Draughon Miller Central Texas Regional Airport,US,682.0,US-TX,Temple,TPL,"-97.40779876708984, 31.15250015258789"
30395,Tri-Cities Regional TN/VA Airport,US,1519.0,US-TN,Bristol/Johnson/Kingsport,TRI,"-82.407401, 36.475201"
30396,Truckee Tahoe Airport,US,5900.0,US-CA,Truckee,TKF,"-120.13999939, 39.319999694799996"
30397,Terrell Municipal Airport,US,474.0,US-TX,Terrell,TRL,"-96.267402648926, 32.709201812744"
30398,Jacqueline Cochran Regional Airport,US,-115.0,US-CA,Palm Springs,TRM,"-116.16000366211, 33.62670135498"
30401,Tehachapi Municipal Airport,US,4001.0,US-CA,Tehachapi,TSP,"-118.43900299072, 35.134998321533"
30403,Portland Troutdale Airport,US,39.0,US-OR,Portland,TTD,"-122.40100097656, 45.54940032959"
30405,Trenton Mercer Airport,US,213.0,US-NJ,Trenton,TTN,"-74.8134994506836, 40.27669906616211"
30407,Tulsa International Airport,US,677.0,US-OK,Tulsa,TUL,"-95.88809967041016, 36.19839859008789"
30408,Tupelo Regional Airport,US,346.0,US-MS,Tupelo,TUP,"-88.7698974609375, 34.26810073852539"
30409,Tucson International Airport,US,2643.0,US-AZ,Tucson,TUS,"-110.94100189208984, 32.1161003112793"
30411,Cherry Capital Airport,US,624.0,US-MI,Traverse City,TVC,"-85.58219909667969, 44.74140167236328"
30412,Thief River Falls Regional Airport,US,1119.0,US-MN,Thief River Falls,TVF,"-96.18499756, 48.06570053"
30413,Thomasville Regional Airport,US,264.0,US-GA,Thomasville,TVI,"-83.881301879883, 30.901599884033"
30415,Lake Tahoe Airport,US,6264.0,US-CA,South Lake Tahoe,TVL,"-119.99500274658203, 38.89390182495117"
30418,Joslin Field Magic Valley Regional Airport,US,4154.0,US-ID,Twin Falls,TWF,"-114.487999, 42.4818"
30421,Texarkana Regional Webb Field,US,390.0,US-AR,Texarkana,TXK,"-93.99099731445312, 33.45370101928711"
30422,Taylor Airport,US,5823.0,US-AZ,Taylor,TYZ,"-110.1149979, 34.45280075"
30424,Tyler Pounds Regional Airport,US,544.0,US-TX,Tyler,TYR,"-95.40239715576172, 32.35409927368164"
30425,McGhee Tyson Airport,US,981.0,US-TN,Knoxville,TYS,"-83.9940033, 35.81100082"
30435,Bullfrog Basin Airport,US,4167.0,US-UT,Glen Canyon Natl Rec Area,BFG,"-110.7129974, 37.54579926"
30441,Nephi Municipal Airport,US,5022.0,US-UT,Nephi,NPH,"-111.8720016, 39.73880005"
30444,Green River Municipal Airport,US,4225.0,US-UT,Green River,RVR,"-110.226997375, 38.9613990784"
30449,Panguitch Municipal Airport,US,6763.0,US-UT,Panguitch,PNU,"-112.3919983, 37.84519958"
30456,Cascade Airport,US,4742.0,US-ID,Cascade,ICS,"-116.01599884, 44.4938011169"
30467,Columbus Lowndes County Airport,US,188.0,US-MS,Columbus,UBS,"-88.3803024292, 33.4654006958"
30469,Oneida County Airport,US,742.0,US-NY,Utica,UCA,"-75.38390350341797, 43.14509963989258"
30471,Everett-Stewart Regional Airport,US,336.0,US-TN,Union City,UCY,"-88.98539734, 36.38180161"
30472,Bermuda Dunes Airport,US,73.0,US-CA,Palm Springs,UDD,"-116.27500152588, 33.748401641846"
30474,Waukesha County Airport,US,911.0,US-WI,Waukesha,UES,"-88.237098693848, 43.041000366211"
30475,Waukegan National Airport,US,727.0,US-IL,Chicago/Waukegan,UGN,"-87.867897033691, 42.422199249268"
30476,Quillayute Airport,US,194.0,US-WA,Quillayute,UIL,"-124.56300354004, 47.936599731445"
30477,Quincy Regional Baldwin Field,US,768.0,US-IL,Quincy,UIN,"-91.19460297, 39.94269943"
30478,Berz-Macomb Airport,US,610.0,US-MI,,UIZ,"-82.96540069580078, 42.66389846801758"
30479,Wilkes County Airport,US,1301.0,US-NC,North Wilkesboro,IKB,"-81.09829711910001, 36.2228012085"
30480,Ukiah Municipal Airport,US,614.0,US-CA,Ukiah,UKI,"-123.20099639893, 39.125999450684"
30482,Quakertown Airport,US,526.0,US-PA,Quakertown,UKT,"-75.381896972656, 40.435199737549"
30483,New Ulm Municipal Airport,US,1011.0,US-MN,New Ulm,ULM,"-94.502296447754, 44.319599151611"
30486,Ohio University Snyder Field,US,766.0,US-OH,Athens/Albany,ATO,"-82.23139953610001, 39.2109985352"
30488,Dodge County Airport,US,934.0,US-WI,Juneau,UNU,"-88.70320129, 43.42660141"
30489,University Park Airport,US,1239.0,US-PA,State College,SCE,"-77.84870147710001, 40.8493003845"
30490,Franklin County Airport,US,1953.0,US-TN,Sewanee,UOS,"-85.898101806641, 35.205101013184"
30491,University Oxford Airport,US,452.0,US-MS,Oxford,UOX,"-89.536796569824, 34.384300231934"
30492,Kupiano Airport,PG,90.0,PG-CPM,Kupiano,KUP,"148.218, -10.0736"
30494,Tunica Municipal Airport,US,194.0,US-MS,Tunica,UTM,"-90.346702575684, 34.680999755859"
30495,Huntsville Regional Airport,US,363.0,US-TX,Huntsville,HTV,"-95.5871963501, 30.7469005585"
30496,Newport State Airport,US,172.0,US-RI,Newport,NPT,"-71.28150177, 41.5323982239"
30498,Garner Field,US,942.0,US-TX,Uvalde,UVA,"-99.743598938, 29.2112998962"
30500,Kuyol Airport,PG,3290.0,PG-WPD,,KUX,"141.623888889, -5.372361111110001"
30503,Rock Hill - York County Airport,US,666.0,US-SC,Rock Hill,RKH,"-81.05719757, 34.9878006"
30504,Moody Air Force Base,US,233.0,US-GA,Valdosta,VAD,"-83.1930007935, 30.9678001404"
30505,South Jersey Regional Airport,US,53.0,US-NJ,Mount Holly,LLY,"-74.845703125, 39.942901611299995"
30506,Vandenberg Air Force Base,US,369.0,US-CA,Lompoc,VBG,"-120.583999634, 34.7373008728"
30509,Victoria Regional Airport,US,115.0,US-TX,Victoria,VCT,"-96.91850280761719, 28.85260009765625"
30510,Southern California Logistics Airport,US,2885.0,US-CA,Victorville,VCV,"-117.383003235, 34.597499847399995"
30512,Vidalia Regional Airport,US,275.0,US-GA,Vidalia,VDI,"-82.371200561523, 32.192699432373"
30513,Kitava Airport,PG,194.0,PG-MBA,Kitava Island,KVE,"151.327, -8.6285"
30514,Vernal Regional Airport,US,5278.0,US-UT,Vernal,VEL,"-109.5100021, 40.4408989"
30518,North Las Vegas Airport,US,2205.0,US-NV,Las Vegas,VGT,"-115.19400024414, 36.21070098877"
30519,Culberson County Airport,US,3957.0,US-TX,Van Horn,VHN,"-104.78399658203, 31.057800292969"
30520,Rolla National Airport,US,1148.0,US-MO,Rolla/Vichy,VIH,"-91.7695007324, 38.1273994446"
30522,Visalia Municipal Airport,US,295.0,US-CA,Visalia,VIS,"-119.392997742, 36.3186988831"
30523,Virginia Highlands Airport,US,2087.0,US-VA,Abingdon,VJI,"-82.033302307129, 36.687099456787"
30524,Vicksburg Municipal Airport,US,106.0,US-MS,Vicksburg,VKS,"-90.928398132324, 32.23929977417"
30525,Vandalia Municipal Airport,US,537.0,US-IL,Vandalia,VLA,"-89.166198730469, 38.991500854492"
30526,Valdosta Regional Airport,US,203.0,US-GA,Valdosta,VLD,"-83.27670288085938, 30.782499313354492"
30529,Venice Municipal Airport,US,18.0,US-FL,Venice,VNC,"-82.440299987793, 27.071599960327"
30531,Van Nuys Airport,US,802.0,US-CA,Van Nuys,VNY,"-118.48999786377, 34.209800720215"
30532,Volk Field,US,912.0,US-WI,Camp Douglas,VOK,"-90.253402709961, 43.938999176025"
30534,Destin-Ft Walton Beach Airport,US,87.0,US-FL,Valparaiso,VPS,"-86.525398, 30.4832"
30535,Porter County Municipal Airport,US,770.0,US-IN,Valparaiso,VPZ,"-87.00710297, 41.45399857"
30536,Cecil Airport,US,81.0,US-FL,Jacksonville,VQQ,"-81.876701355, 30.2187004089"
30537,Vero Beach Regional Airport,US,24.0,US-FL,Vero Beach,VRB,"-80.417901, 27.6556"
30538,Hartness State (Springfield) Airport,US,577.0,US-VT,Springfield,VSF,"-72.51730347, 43.34360123"
30541,Miller Field,US,2596.0,US-NE,Valentine,VTN,"-100.5479965, 42.85779953"
30547,Illinois Valley Regional Airport-Walter A Duncan Field,US,654.0,US-IL,Peru,VYS,"-89.153099, 41.351898"
30551,Gettysburg Regional Airport,US,590.0,US-PA,Gettysburg,GTY,"-77.27420044, 39.84090042"
30553,Sequim Valley Airport,US,144.0,US-WA,Sequim,SQV,"-123.18699645996, 48.098098754883"
30570,Grant County Airport,US,963.0,US-WV,Petersburg,PGC,"-79.1458969116, 38.9948997498"
30571,Wallops Flight Facility Airport,US,40.0,US-VA,Wallops Island,WAL,"-75.4664001465, 37.9402008057"
30572,Greene County Airport,US,1069.0,US-PA,Waynesburg,WAY,"-80.13310242, 39.90010071"
30573,Wilkes Barre Wyoming Valley Airport,US,545.0,US-PA,Wilkes-Barre,WBW,"-75.8511962891, 41.2971992493"
30574,Enid Woodring Regional Airport,US,1167.0,US-OK,Enid,WDG,"-97.7910995483, 36.3791999817"
30575,Barrow County Airport,US,943.0,US-GA,Winder,WDR,"-83.66739655, 33.98289871"
30576,Waterfall Seaplane Base,US,,US-AK,Waterfall,KWF,"-133.242996216, 55.296298980699994"
30577,Whiteman Airport,US,1003.0,US-CA,Los Angeles,WHP,"-118.413002014, 34.2593002319"
30578,General WM J Fox Airfield,US,2351.0,US-CA,Lancaster,WJF,"-118.2190018, 34.74110031"
30580,Strother Field,US,1160.0,US-KS,Winfield/Arkansas City,WLD,"-97.0375976562, 37.168598175"
30581,Willows Glenn County Airport,US,141.0,US-CA,Willows,WLW,"-122.2180023, 39.51639938"
30582,Winnemucca Municipal Airport,US,4308.0,US-NV,Winnemucca,WMC,"-117.805999756, 40.8965988159"
30583,West Point Village Seaplane Base,US,,US-AK,West Point,KWP,"-153.548995972, 57.770099639899996"
30584,Robins Air Force Base,US,294.0,US-GA,Warner Robins,WRB,"-83.5919036865, 32.6400985718"
30585,Mc Guire Air Force Base,US,131.0,US-NJ,Wrightstown,WRI,"-74.59169769, 40.0155983"
30586,Worland Municipal Airport,US,4227.0,US-WY,Worland,WRL,"-107.95099639892578, 43.9656982421875"
30587,Condron Army Air Field,US,3934.0,US-NM,White Sands,WSD,"-106.4029999, 32.34149933"
30588,Westerly State Airport,US,81.0,US-RI,Westerly,WST,"-71.8033981323, 41.3496017456"
30589,Kurwina Airport,PG,65.0,PG-NSB,Kurwina,KWV,"155.3604, -5.965"
30590,Watsonville Municipal Airport,US,163.0,US-CA,Watsonville,WVI,"-121.790000916, 36.9356994629"
30591,Waterville Robert Lafleur Airport,US,333.0,US-ME,Waterville,WVL,"-69.6754989624, 44.5331993103"
30592,Cape May County Airport,US,23.0,US-NJ,Wildwood,WWD,"-74.9083023071, 39.008499145500004"
30593,West Woodward Airport,US,2189.0,US-OK,Woodward,WWR,"-99.5226667, 36.438"
30594,Kiwai Airport,PG,30.0,PG-WPD,Kiwai Island,KWX,"143.618, -8.6883"
30595,Kiwayu Airport,KE,21.0,KE-300,Kiwayu,KWY,"41.29750061035156, -1.9605599641799927"
30596,Yellowstone Airport,US,6649.0,US-MT,West Yellowstone,WYS,"-111.1179962, 44.68840027"
30607,Tampa North Aero Park Airport,US,68.0,US-FL,Tampa,KYO,"-82.37449646, 28.2213001251"
30617,Kasaan Seaplane Base,US,,US-AK,Kasaan,KXA,"-132.397994995, 55.537399292"
30622,Northwest Arkansas Regional Airport,US,1287.0,US-AR,Fayetteville/Springdale/Rogers,XNA,"-94.306801, 36.281898"
30633,West Branch Community Airport,US,882.0,US-MI,West Branch,WBK,"-84.179802, 44.244801"
30650,Willow Run Airport,US,716.0,US-MI,Detroit,YIP,"-83.53040314, 42.23789978"
30651,Yakima Air Terminal McAllister Field,US,1099.0,US-WA,Yakima,YKM,"-120.5439987, 46.56819916"
30652,Chan Gurney Municipal Airport,US,1306.0,US-SD,Yankton,YKN,"-97.385902404785, 42.916698455811"
30653,Port Largo Airport,US,4.0,US-FL,Key Largo,KYL,"-80.42992, 25.09334"
30654,Youngstown Warren Regional Airport,US,1192.0,US-OH,Youngstown/Warren,YNG,"-80.67910004, 41.26070023"
30670,Taldykorgan Airport,KZ,1925.0,KZ-ALM,Taldy Kurgan,TDK,"78.4469985961914, 45.12620162963867"
30721,Krainiy Airport,KZ,317.0,KZ-BAY,Baikonur,BXY,"63.210773, 45.621994"
30749,Atbasar Airport,KZ,1010.0,KZ-AKM,Atbasar,ATX,"68.36329650878906, 51.85169982910156"
30761,Zachar Bay Seaplane Base,US,,US-AK,Zachar Bay,KZB,"-153.746052, 57.553001"
30764,Kaintiba Airport,PG,2050.0,PG-GPK,Kaintiba,KZF,"146.033833333, -7.50025"
30765,Zephyrhills Municipal Airport,US,90.0,US-FL,Zephyrhills,ZPH,"-82.15589904790001, 28.2282009125"
30767,Zanesville Municipal Airport,US,900.0,US-OH,Zanesville,ZZV,"-81.89209747310001, 39.9444007874"
30894,Layang-Layang Airport,MY,7.0,MY-12,Spratley Islands,LAC,"113.84400177, 7.37157011032"
30902,Tirana International Airport Mother Teresa,AL,126.0,AL-11,Tirana,TIA,"19.7206001282, 41.4146995544"
30925,Burgas Airport,BG,135.0,BG-02,Burgas,BOJ,"27.515199661254883, 42.56959915161133"
30933,Gorna Oryahovitsa Airport,BG,285.0,BG-04,Gorna Oryahovitsa,GOZ,"25.712900161743164, 43.15140151977539"
30935,Palm Beach Seaplane Base,AU,0.0,AU-VIC,Sydney,LBH,"151.3234, -33.5871"
30942,Luabo Airport,MZ,36.0,MZ-Q,Luabo,LBM,"36.1068, -18.4139"
30946,Plovdiv International Airport,BG,597.0,BG-16,Plovdiv,PDV,"24.8508, 42.067799"
30952,Ruse Airport,BG,614.0,BG-18,Ruse,ROU,"26.056699752800004, 43.6948013306"
30955,Sofia Airport,BG,1742.0,BG-23,Sofia,SOF,"23.411436080932617, 42.696693420410156"
30957,Silistra Polkovnik Lambrinovo Air Base,BG,351.0,BG-19,Silistra,SLS,"27.178801, 44.055199"
30959,Stara Zagora Airport,BG,558.0,BG-24,Stara Zagora,SZR,"25.655, 42.3766667"
30960,Bukhovtsi Airfield,BG,666.0,BG-25,Targovishte,TGV,"26.700899124099998, 43.3065986633"
30965,Varna Airport,BG,230.0,BG-03,Varna,VAR,"27.8251, 43.232101"
